"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Belarus","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","49.0",""
"Belarus","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","49.0",""
"Belarus","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","49.1",""
"Belgium","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","44.1",""
"Belgium","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","43.8",""
"Belgium","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","43.6",""
"Belgium","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","43.1","1"
"Belgium","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","42.8","1"
"Belgium","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","42.4","1"
"Belgium","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","42.9","1"
"Belgium","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","42.8","1"
"Belgium","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","42.1","1"
"Belgium","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","41.8","1"
"Belgium","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","41.4","1"
"Belgium","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","41.3","1"
"Belgium","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","41.1","1"
"Belgium","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","41.0","1"
"Belgium","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","40.3","1"
"Belgium","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","39.8","1"
"Belgium","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","39.0","1"
"Belgium","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","38.7","1"
"Belgium","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","38.6","1"
"Belgium","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","38.5","1"
"Belgium","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","38.3","1"
"Belgium","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","37.9","1"
"Belize","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","34.8",""
"Belize","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","34.3",""
"Belize","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","33.7",""
"Belize","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","33.0",""
"Belize","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","33.0",""
"Belize","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","32.3",""
"Belize","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","31.5",""
"Belize","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","30.2",""
"Belize","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","31.3",""
"Belize","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","30.0",""
"Belize","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","30.3","1"
"Belize","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","30.1",""
"Belize","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","30.0","1"
"Belize","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","29.9",""
"Belize","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","27.7",""
"Belize","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","27.4",""
"Belize","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","26.7",""
"Belize","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","26.3",""
"Belize","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","25.0",""
"Belize","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","25.9",""
"Belize","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","25.0",""
"Belize","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","24.0",""
"Benin","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","38.4",""
"Benin","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","38.5",""
"Benin","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","38.6",""
"Benin","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","38.8",""
"Benin","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","39.0",""
"Benin","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","39.2",""
"Benin","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","39.4",""
"Benin","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","39.4",""
"Benin","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","39.5",""
"Benin","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","39.6",""
"Benin","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","39.6",""
"Benin","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","39.7",""
"Benin","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","39.9",""
"Benin","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","40.0",""
"Benin","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","40.4","1"
"Benin","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","40.6",""
"Benin","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","40.8",""
"Benin","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","40.9",""
"Benin","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","41.0",""
"Benin","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","41.0",""
"Benin","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","41.0",""
"Benin","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","41.1",""
"Bhutan","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","34.4",""
"Bhutan","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","33.3",""
"Bhutan","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","32.3",""
"Bhutan","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","30.2",""
"Bhutan","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","30.3",""
"Bhutan","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","30.4",""
"Bhutan","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","30.2",""
"Bhutan","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","29.7",""
"Bhutan","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","29.5",""
"Bhutan","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","29.0",""
"Bhutan","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","27.9",""
"Bhutan","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","26.9",""
"Bhutan","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","27.2",""
"Bhutan","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","27.5",""
"Bhutan","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","27.0",""
"Bhutan","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","27.4",""
"Bhutan","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","27.6",""
"Bhutan","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","27.7",""
"Bhutan","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","27.7",""
"Bhutan","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","27.5",""
"Bhutan","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","27.8",""
"Bhutan","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","28.1",""
"Bolivia","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","43.6",""
"Bolivia","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","43.5",""
"Bolivia","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","43.5",""
"Bolivia","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","44.3",""
"Bolivia","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","44.0",""
"Bolivia","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","43.6",""
"Bolivia","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","43.2","1"
"Bolivia","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","43.0",""
"Bolivia","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","42.8",""
"Bolivia","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","42.7","1"
"Bolivia","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","44.1","1"
"Bolivia","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","42.7","1"
"Bolivia","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","42.0",""
"Bolivia","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","41.3",""
"Bolivia","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","40.6",""
"Bolivia","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","39.9",""
"Bolivia","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","39.1",""
"Bolivia","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","38.4",""
"Bolivia","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","37.7",""
"Bolivia","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","36.9",""
"Bolivia","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","36.2",""
"Bolivia","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","35.4",""
"Bosnia and Herzegovina","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","48.5",""
"Bosnia and Herzegovina","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","48.2",""
"Bosnia and Herzegovina","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","47.8",""
"Bosnia and Herzegovina","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","45.8",""
"Bosnia and Herzegovina","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","45.7",""
"Bosnia and Herzegovina","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","45.6",""
"Bosnia and Herzegovina","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","45.6",""
"Bosnia and Herzegovina","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","45.4",""
"Bosnia and Herzegovina","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","45.2",""
"Bosnia and Herzegovina","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","45.1",""
"Bosnia and Herzegovina","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","44.6",""
"Bosnia and Herzegovina","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","43.8",""
"Bosnia and Herzegovina","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","43.3",""
"Bosnia and Herzegovina","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","43.2",""
"Bosnia and Herzegovina","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","43.3",""
"Bosnia and Herzegovina","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","43.4",""
"Bosnia and Herzegovina","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","44.4",""
"Bosnia and Herzegovina","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","44.5",""
"Bosnia and Herzegovina","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","44.7",""
"Bosnia and Herzegovina","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","44.8",""
"Bosnia and Herzegovina","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","45.0",""
"Bosnia and Herzegovina","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","45.2",""
"Botswana","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","40.4",""
"Botswana","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","40.6",""
"Botswana","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","40.9",""
"Botswana","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","42.6",""
"Botswana","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","42.7",""
"Botswana","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","42.5",""
"Botswana","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","42.8","1"
"Botswana","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","42.1",""
"Botswana","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","41.5","1"
"Botswana","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","41.9",""
"Botswana","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","42.4",""
"Botswana","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","42.4",""
"Botswana","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","42.9",""
"Botswana","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","43.0",""
"Botswana","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","43.6",""
"Botswana","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","44.1",""
"Botswana","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","44.4",""
"Botswana","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","44.9",""
"Botswana","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","45.1",""
"Botswana","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","45.0",""
"Botswana","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","44.9",""
"Botswana","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","45.1",""
"Brazil","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","43.0",""
"Brazil","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","42.7",""
"Brazil","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","42.4",""
"Brazil","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","42.2",""
"Brazil","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","41.7",""
"Brazil","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","41.3","1"
"Brazil","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","41.2",""
"Brazil","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","41.1","1"
"Brazil","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","40.3","1"
"Brazil","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","40.1","1"
"Brazil","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","39.6","1"
"Brazil","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","40.0","1"
"Brazil","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","39.6",""
"Brazil","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","39.2","1"
"Brazil","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","39.1","1"
"Brazil","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","37.1",""
"Brazil","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","35.1","1"
"Brazil","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","34.6","1"
"Brazil","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","34.4","1"
"Brazil","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","34.1","1"
"Brazil","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","33.3","1"
"Brazil","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","33.1","1"
"Brunei","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","34.1",""
"Brunei","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","34.1",""
"Brunei","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","34.4",""
"Brunei","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","33.3",""
"Brunei","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","34.0",""
"Brunei","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","34.0",""
"Brunei","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","34.7",""
"Brunei","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","34.3",""
"Brunei","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","34.3",""
"Brunei","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","33.8",""
"Brunei","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","34.1",""
"Brunei","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","33.6",""
"Brunei","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","33.6",""
"Brunei","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","33.1",""
"Brunei","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","33.1",""
"Brunei","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","33.3","1"
"Brunei","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","31.8",""
"Brunei","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","31.4",""
"Brunei","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","30.3",""
"Brunei","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","29.8",""
"Brunei","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","27.8",""
"Brunei","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","27.1",""
"Bulgaria","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","45.6",""
"Bulgaria","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","45.7",""
"Bulgaria","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","46.0",""
"Bulgaria","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","46.5","1"
"Bulgaria","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","47.1","1"
"Bulgaria","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","47.1","1"
"Bulgaria","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","46.4","1"
"Bulgaria","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","46.8",""
"Bulgaria","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","47.1",""
"Bulgaria","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","47.4",""
"Bulgaria","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","47.6",""
"Bulgaria","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","47.8",""
"Bulgaria","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","47.9",""
"Bulgaria","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","48.0",""
"Bulgaria","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","48.0",""
"Bulgaria","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","48.0",""
"Bulgaria","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","48.0","1"
"Bulgaria","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","47.7",""
"Bulgaria","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","47.4",""
"Bulgaria","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","47.1",""
"Bulgaria","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","46.8",""
"Bulgaria","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","46.5",""
"Burkina Faso","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","47.2",""
"Burkina Faso","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","47.2",""
"Burkina Faso","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","47.2",""
"Burkina Faso","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","47.2",""
"Burkina Faso","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","47.3",""
